1670326920,20.42
1670327280,20.51
1670327640,19.96
1670328000,20.11
1670328360,20.23
1670328720,20.19
1670329080,20.17
1670329440,20.18
1670329800,20.23
1670330160,20.28
1670330520,20.30
1670330880,20.37
1670331240,20.46
1670331600,20.55
1670331960,20.49
1670332319,20.42
1670332679,20.35
1670333039,20.30
1670333399,20.29
1670333759,20.31,50.457368, 3.925482
1670334123,20.27,50.457368, 3.925481
1670334479,20.29,50.457358, 3.925461
1670334839,20.28,50.457352, 3.925472
1670335199,20.28,50.457334, 3.925475
1670335559,20.28,50.457328, 3.925480
1670335919,20.28,50.457324, 3.925479
1670336279,20.28,50.457321, 3.925471
1670336639,20.28,50.457315, 3.925469
1670336999,20.28,50.457317, 3.925469
1670337359,20.28,50.457315, 3.925468
1670337719,20.28,50.457313, 3.925470
1670338079,20.28,50.457313, 3.925471
1670338439,20.28,50.457311, 3.925472
1670338799,20.28,50.457311, 3.925533
1670339159,20.28,50.457310, 3.925521
1670339519,20.28,50.457310, 3.925512
1670339879,20.28,50.457312, 3.925505
1670340239,20.28,50.457312, 3.925503
1670340599,20.28,50.457310, 3.925502
1670340959,19.98,50.457312, 3.925492
1670341319,19.99,50.457310, 3.925492
1670341679,19.96,50.457311, 3.925491
1670342039,19.95,50.457311, 3.925491
1670342399,19.90,50.457311, 3.925488
1670342759,19.83,50.457309, 3.925485
1670343119,19.83,50.457308, 3.925486
1670343479,19.80,50.457306, 3.925486
1670343839,19.82,50.457307, 3.925488
1670344199,19.82,50.457307, 3.925492
1670344559,19.80,50.457308, 3.925492
1670344919,19.79,50.457311, 3.925492
1670345279,19.78,50.457312, 3.925489
1670345639,19.71,50.457313, 3.925487
1670345999,19.70,50.457313, 3.925486
1670346359,19.69,50.457312, 3.925483
1670346719,19.67,50.457313, 3.925481
1670347079,19.62,50.457311, 3.925481
1670347439,19.61,50.457309, 3.925483
1670347799,19.60,50.457307, 3.925483
1670348159,19.56,50.457304, 3.925483
1670348519,19.54,50.457304, 3.925484
1670348879,19.51,50.457304, 3.925483
1670349239,19.52,50.457304, 3.925482
1670349598,19.46,50.457304, 3.925481
1670349958,19.44,50.457304, 3.925479
1670350318,19.38,50.457304, 3.925478
1670350677,19.34,50.457305, 3.925477
1670351037,19.31,50.457306, 3.925476
1670351398,19.28,50.457307, 3.925474
1670351758,19.25,50.457308, 3.925473
1670352117,19.24,50.457307, 3.925473
1670352477,19.21,50.457306, 3.925474
1670352837,19.14,50.457304, 3.925473
1670353197,19.14,50.457302, 3.925473
1670353557,19.11,50.457301, 3.925472
1670353917,19.08,50.457300, 3.925471
1670354277,19.06,50.457298, 3.925472
1670354637,19.03,50.457296, 3.925472
1670354997,19.00,50.457294, 3.925472
1670355357,19.01,50.457293, 3.925471
1670355717,18.98,50.457292, 3.925470
1670356077,18.98,50.457327, 3.925358
1670356437,18.94,50.457330, 3.925353
1670356797,18.94,50.457327, 3.925355
1670357157,18.90,50.457320, 3.925366
1670357517,18.90,50.457317, 3.925370
1670357877,18.88,50.457317, 3.925370
1670358237,18.85,50.457315, 3.925367
1670358597,18.85,50.457323, 3.925397
1670358957,18.82,50.457317, 3.925408
1670359317,18.81,50.457311, 3.925412
1670359677,18.77,50.457306, 3.925410
1670360037,18.79,50.457301, 3.925415
1670360397,18.75,50.457295, 3.925419
1670360757,18.73,50.457295, 3.925420
1670361121,18.73,50.457294, 3.925419
1670361481,18.71,50.457294, 3.925423
1670361841,18.74,50.457293, 3.925423
1670362201,18.70,50.457294, 3.925424
1670362561,18.68,50.457296, 3.925420
1670362921,18.67,50.457295, 3.925424
1670363281,18.69,50.457296, 3.925424
1670363641,18.66,50.457296, 3.925422
1670364001,18.64,50.457297, 3.925421
1670364361,18.65,50.457297, 3.925423
1670364721,18.63,50.457297, 3.925427
1670365081,18.62,50.457295, 3.925429
1670365441,18.62,50.457297, 3.925429
1670365801,18.59,50.457296, 3.925426
1670366161,18.60,50.457296, 3.925423
1670366521,18.58,50.457297, 3.925421
1670366881,18.59,50.457298, 3.925425
1670367241,18.60,50.457325, 3.925396
1670367601,18.57,50.457323, 3.925406
1670367961,18.56,50.457320, 3.925409
1670368321,18.56,50.457318, 3.925409
1670368681,18.54,50.457315, 3.925409
1670369041,18.56,50.457313, 3.925411
1670369401,18.56,50.457311, 3.925417
1670369761,18.52,50.457309, 3.925423
1670370121,18.51,50.457307, 3.925426
1670370481,18.51,50.457305, 3.925428
1670370841,18.52,50.457306, 3.925425
1670371201,18.51,50.457303, 3.925426
1670371561,18.48,50.457301, 3.925425
1670371921,18.49,50.457298, 3.925424
1670372281,18.49,50.457295, 3.925423
1670372641,18.48,50.457295, 3.925420
1670373004,18.49,50.457294, 3.925423
1670373364,18.47,50.457294, 3.925425
1670373721,18.48,50.457293, 3.925426
1670374081,18.48,50.457294, 3.925426
1670374441,18.45,50.457295, 3.925426
1670374800,18.48,50.457295, 3.925426
1670375161,18.46,50.457295, 3.925427
1670375520,18.45,50.457294, 3.925428
1670375880,18.46,50.457293, 3.925429
1670376240,18.46,50.457293, 3.925428
1670376600,18.47,50.457293, 3.925429
1670376960,18.45,50.457291, 3.925429
1670377323,18.44,50.457290, 3.925430
1670377680,18.43,50.457290, 3.925430
1670378040,18.42,50.457290, 3.925429
1670378403,18.42,50.457289, 3.925429
1670378760,18.42,50.457288, 3.925430
1670379119,18.42,50.457288, 3.925430
1670379479,18.38,50.457288, 3.925430
1670379839,18.40,50.457287, 3.925432
1670380199,18.40,50.457286, 3.925433
1670380559,18.39,50.457285, 3.925435
1670380919,18.40,50.457284, 3.925436
1670381279,18.39,50.457287, 3.925439
1670381639,18.39,50.457301, 3.925434
1670381999,18.39,50.457302, 3.925450
1670382359,18.38,50.457305, 3.925480
1670382719,18.39,50.457306, 3.925488
1670383079,18.36,50.457292, 3.925528
1670383439,18.36,50.457287, 3.925530
1670383799,18.37,50.457290, 3.925530
1670384159,18.34,50.457291, 3.925528
1670384519,18.34,50.457290, 3.925531
1670384879,18.35,50.457289, 3.925532
1670385239,18.36,50.457285, 3.925532
1670385599,18.35,50.457284, 3.925528
1670385959,18.35,50.457284, 3.925526
1670386319,18.35,50.457286, 3.925506
1670386679,18.34,50.457291, 3.925512
1670387039,18.34,50.457290, 3.925519
1670387399,18.32,50.457309, 3.925507
1670387759,18.35,50.457308, 3.925496
1670388119,18.35,50.457303, 3.925486
1670388479,18.37,50.457306, 3.925474
1670388839,18.39,50.457309, 3.925469
1670389199,18.44,50.457308, 3.925466
1670389559,18.49,50.457306, 3.925473
1670389919,18.50,50.457301, 3.925488
1670390279,18.54,50.457327, 3.925482
1670390639,18.60,50.457319, 3.925484
1670390999,18.59,50.457296, 3.925498
1670391359,18.62,50.457292, 3.925495
1670391719,18.65,50.457299, 3.925488
1670392079,18.63,50.457304, 3.925482
1670392439,18.69,50.457308, 3.925481
1670392799,18.68,50.457309, 3.925483
1670393159,18.72,50.457308, 3.925482
1670393518,18.76,50.457306, 3.925476
1670393878,18.77,50.457308, 3.925472
1670394238,18.78,50.457309, 3.925471
1670394598,18.78,50.457312, 3.925470
1670394958,18.80,50.457312, 3.925471
1670395318,18.83,50.457308, 3.925473
1670395678,18.61,50.457305, 3.925472
1670396038,18.60,50.457330, 3.925478
1670396398,18.64,50.457327, 3.925483
1670396758,18.66,50.457321, 3.925486
1670397118,18.62,50.457319, 3.925481
1670397478,18.64,50.457314, 3.925481
1670397838,18.48,50.457312, 3.925486
1670398198,18.43,50.457305, 3.925497
1670398558,18.47,50.457301, 3.925508
1670398918,18.53,50.457299, 3.925506
1670399278,18.56,50.457296, 3.925501
1670399638,18.55,50.457297, 3.925498
1670399998,18.68,50.457297, 3.925496
1670400358,18.51,50.457295, 3.925497
1670400718,18.53,50.457293, 3.925494
1670401078,18.71,50.457290, 3.925497
1670401438,18.78,50.457288, 3.925499
1670401798,18.89,50.457289, 3.925499
1670402158,18.93,50.457289, 3.925496
1670402518,18.99,50.457291, 3.925494
1670402878,11.13,50.457291, 3.925493
1670403238,7.98,50.457293, 3.925491
1670403598,6.68,50.457293, 3.925490
1670403958,5.80,50.457294, 3.925490
1670404318,5.40,50.457294, 3.925491
1670404678,5.23,50.457295, 3.925491
1670405038,5.21,50.457295, 3.925491
1670405398,5.26,50.457294, 3.925491
1670405758,5.37,50.457293, 3.925492
1670406118,5.54,50.457292, 3.925493
1670406478,5.61,50.457293, 3.925495
1670406838,5.83,50.457293, 3.925495
1670407198,5.91,50.457294, 3.925494
1670407558,5.96,50.457294, 3.925494
1670407918,5.99,50.457295, 3.925493
1670408278,6.00,50.457296, 3.925491
1670408638,6.23,50.457296, 3.925491
1670408998,6.38,50.457296, 3.925490
1670409358,6.54,50.457297, 3.925489
1670409718,6.59,50.457296, 3.925488
1670410078,6.49,50.457295, 3.925488
1670410438,6.38,50.457294, 3.925488
1670410798,6.37,50.457294, 3.925489
1670411158,6.45,50.457293, 3.925490
1670411517,6.37,50.457291, 3.925490
1670411877,6.27,50.457291, 3.925491
1670412237,6.19,50.457290, 3.925491
1670412597,6.22,50.457298, 3.925462
1670412957,6.51,50.457302, 3.925467
1670413316,6.84,50.457304, 3.925475
1670413677,7.47,50.457311, 3.925479
1670414036,7.50,50.457315, 3.925480
1670414396,7.14,50.457317, 3.925474
1670414756,7.00,50.457317, 3.925464
1670415116,7.11,50.457313, 3.925466
1670415476,7.01,50.457311, 3.925466
1670415836,7.06,50.457310, 3.925468
1670416196,7.13,50.457309, 3.925463
1670416556,6.99,50.457308, 3.925446
1670416916,6.95,50.457302, 3.925451
1670417276,6.96,50.457302, 3.925455
1670417636,7.09,50.457300, 3.925458
1670417996,7.41,50.457302, 3.925458
1670418356,7.68,50.457304, 3.925455
1670418716,8.02,50.457304, 3.925458
1670419076,8.68,50.457307, 3.925459
1670419436,9.55,50.457309, 3.925459
1670419796,9.40,50.457313, 3.925461
1670420156,8.79,50.457315, 3.925458
1670420516,8.24,50.457319, 3.925459
1670420876,7.82,50.457318, 3.925465
1670421236,7.47,50.457317, 3.925468
1670421596,7.27,50.457313, 3.925468
1670421956,7.16,50.457312, 3.925470
1670422316,7.07,50.457313, 3.925467
1670422676,6.88,50.457313, 3.925465
1670423036,6.76,50.457313, 3.925467
1670423396,6.62,50.457315, 3.925468
1670423756,6.47,50.457315, 3.925470
